OrderID,Product,QuantityOrdered,PriceEach,Street,City,ZIP,Month,Hour,OrderDateTime
149985,iPhone,1,700,818 Lakeview St,San Francisco (CA),94016,Jan,14,2019-01-23T14:33:00Z
149985,Lightning Charging Cable,1,14.95,818 Lakeview St,San Francisco (CA),94016,Jan,14,2019-01-23T14:33:00Z
149986,Google Phone,1,600,539 7th St,New York City (NY),10001,Jan,15,2019-01-06T15:42:00Z
149986,Wired Headphones,1,11.99,539 7th St,New York City (NY),10001,Jan,15,2019-01-06T15:42:00Z
149987,Lightning Charging Cable,1,14.95,58 South St,San Francisco (CA),94016,Jan,12,2019-01-09T12:04:00Z
149988,iPhone,1,700,120 Dogwood St,San Francisco (CA),94016,Jan,9,2019-01-03T09:49:00Z
149989,Apple Airpods Headphones,1,150,289 10th St,New York City (NY),10001,Jan,22,2019-01-29T22:21:00Z
149990,Bose SoundSport Headphones,1,99.99,271 River St,Boston (MA),02215,Jan,16,2019-01-14T16:42:00Z
149991,Wired Headphones,1,11.99,408 10th St,Boston (MA),02215,Jan,10,2019-01-10T10:19:00Z
149992,iPhone,1,700,516 Willow St,Atlanta (GA),30301,Jan,20,2019-01-06T20:03:00Z
149993,Google Phone,1,600,17 Jackson St,Atlanta (GA),30301,Jan,10,2019-01-24T10:58:00Z
149994,AAA Batteries (4-pack),1,2.99,400 Wilson St,Boston (MA),02215,Jan,10,2019-01-17T10:01:00Z
149995,ThinkPad Laptop,1,999.99,364 Spruce St,Seattle (WA),98101,Jan,0,2019-01-06T00:26:00Z
149996,34in Ultrawide Monitor,1,379.99,338 North St,New York City (NY),10001,Jan,11,2019-01-01T11:35:00Z
149997,LG Washing Machine,1,600,428 Lakeview St,Los Angeles (CA),90001,Jan,16,2019-01-03T16:25:00Z
149998,Flatscreen TV,1,300,370 South St,Dallas (TX),75001,Jan,23,2019-01-26T23:30:00Z
149999,AA Batteries (4-pack),1,3.84,991 Wilson St,Austin (TX),73301,Jan,0,2019-01-19T00:27:00Z
150000,27in 4K Gaming Monitor,1,389.99,455 Forest St,Los Angeles (CA),90001,Jan,22,2019-01-25T22:03:00Z
150001,Apple Airpods Headphones,1,150,816 9th St,San Francisco (CA),94016,Jan,16,2019-01-26T16:26:00Z
150002,Google Phone,1,600,479 Park St,San Francisco (CA),94016,Jan,9,2019-01-24T09:38:00Z
150003,Lightning Charging Cable,1,14.95,79 Lakeview St,Atlanta (GA),30301,Jan,5,2019-01-27T05:03:00Z
150004,27in FHD Monitor,1,149.99,763 7th St,San Francisco (CA),94016,Jan,21,2019-01-27T21:06:00Z
150005,Lightning Charging Cable,1,14.95,176 1st St,San Francisco (CA),94016,Jan,20,2019-01-27T20:50:00Z
150006,20in Monitor,1,109.99,606 Church St,Seattle (WA),98101,Jan,17,2019-01-24T17:15:00Z
150007,Lightning Charging Cable,1,14.95,132 North St,San Francisco (CA),94016,Jan,20,2019-01-07T20:17:00Z
150008,Lightning Charging Cable,1,14.95,558 14th St,San Francisco (CA),94016,Jan,9,2019-01-30T09:28:00Z
150009,Wired Headphones,1,11.99,109 Lake St,San Francisco (CA),94016,Jan,9,2019-01-27T09:16:00Z
150010,27in FHD Monitor,1,149.99,914 Madison St,Boston (MA),02215,Jan,14,2019-01-16T14:45:00Z
150011,Lightning Charging Cable,1,14.95,971 Cherry St,San Francisco (CA),94016,Jan,11,2019-01-29T11:39:00Z
150012,Lightning Charging Cable,1,14.95,1 Highland St,Portland (OR),97035,Jan,15,2019-01-24T15:56:00Z
150013,27in FHD Monitor,1,149.99,543 Ridge St,San Francisco (CA),94016,Jan,20,2019-01-10T20:45:00Z
150014,USB-C Charging Cable,1,11.95,856 Jackson St,San Francisco (CA),94016,Jan,14,2019-01-10T14:25:00Z
150015,AAA Batteries (4-pack),1,2.99,895 South St,New York City (NY),10001,Jan,13,2019-01-15T13:08:00Z
150016,AA Batteries (4-pack),1,3.84,576 Center St,Los Angeles (CA),90001,Jan,10,2019-01-12T10:45:00Z
150017,Wired Headphones,1,11.99,4 1st St,New York City (NY),10001,Jan,20,2019-01-23T20:54:00Z
150018,Wired Headphones,1,11.99,424 7th St,New York City (NY),10001,Jan,5,2019-01-09T05:21:00Z
150019,Wired Headphones,1,11.99,741 Park St,Portland (OR),97035,Jan,14,2019-01-16T14:20:00Z
150020,Flatscreen TV,1,300,169 7th St,New York City (NY),10001,Jan,11,2019-01-20T11:21:00Z
150021,Bose SoundSport Headphones,1,99.99,281 12th St,San Francisco (CA),94016,Jan,20,2019-01-22T20:53:00Z
150022,Wired Headphones,1,11.99,474 Jefferson St,Los Angeles (CA),90001,Jan,16,2019-01-20T16:23:00Z
150023,AAA Batteries (4-pack),2,2.99,579 Ridge St,Austin (TX),73301,Jan,19,2019-01-01T19:11:00Z
150024,Bose SoundSport Headphones,1,99.99,258 5th St,Los Angeles (CA),90001,Jan,12,2019-01-16T12:36:00Z
150025,27in 4K Gaming Monitor,1,389.99,640 Main St,Atlanta (GA),30301,Jan,18,2019-01-16T18:40:00Z
150026,ThinkPad Laptop,1,999.99,247 Hickory St,San Francisco (CA),94016,Jan,14,2019-01-25T14:46:00Z
150027,27in 4K Gaming Monitor,1,389.99,345 4th St,Seattle (WA),98101,Jan,11,2019-01-07T11:20:00Z
150028,USB-C Charging Cable,1,11.95,702 Hickory St,Atlanta (GA),30301,Jan,13,2019-01-21T13:32:00Z
150029,27in FHD Monitor,1,149.99,781 Willow St,San Francisco (CA),94016,Jan,4,2019-01-03T04:34:00Z
150029,Wired Headphones,1,11.99,781 Willow St,San Francisco (CA),94016,Jan,4,2019-01-03T04:34:00Z
150030,Bose SoundSport Headphones,1,99.99,153 Church St,Boston (MA),02215,Jan,17,2019-01-21T17:52:00Z
150031,Apple Airpods Headphones,1,150,555 Willow St,Los Angeles (CA),90001,Jan,10,2019-01-04T10:54:00Z
150032,AAA Batteries (4-pack),1,2.99,425 13th St,New York City (NY),10001,Jan,19,2019-01-05T19:26:00Z
150033,Lightning Charging Cable,1,14.95,816 7th St,Los Angeles (CA),90001,Jan,18,2019-01-27T18:56:00Z
150034,Google Phone,1,600,841 Hickory St,Los Angeles (CA),90001,Jan,21,2019-01-17T21:54:00Z
150034,USB-C Charging Cable,2,11.95,841 Hickory St,Los Angeles (CA),90001,Jan,21,2019-01-17T21:54:00Z
150034,Wired Headphones,1,11.99,841 Hickory St,Los Angeles (CA),90001,Jan,21,2019-01-17T21:54:00Z
150035,Vareebadd Phone,1,400,71 North St,Seattle (WA),98101,Jan,19,2019-01-06T19:47:00Z
150036,Apple Airpods Headphones,1,150,819 Lakeview St,San Francisco (CA),94016,Jan,18,2019-01-12T18:21:00Z
150037,27in FHD Monitor,1,149.99,762 Meadow St,New York City (NY),10001,Jan,17,2019-01-29T17:04:00Z
150038,20in Monitor,1,109.99,191 13th St,Dallas (TX),75001,Jan,12,2019-01-01T12:50:00Z
150039,Apple Airpods Headphones,1,150,943 Willow St,San Francisco (CA),94016,Jan,8,2019-01-08T08:13:00Z
150040,Bose SoundSport Headphones,1,99.99,205 Highland St,New York City (NY),10001,Jan,15,2019-01-03T15:23:00Z
150041,Apple Airpods Headphones,1,150,246 Hill St,Portland (ME),04101,Jan,11,2019-01-04T11:16:00Z
150042,Bose SoundSport Headphones,1,99.99,585 8th St,New York City (NY),10001,Jan,20,2019-01-25T20:34:00Z
150043,AA Batteries (4-pack),2,3.84,874 11th St,Seattle (WA),98101,Jan,9,2019-01-16T09:54:00Z
150044,Bose SoundSport Headphones,1,99.99,746 Sunset St,San Francisco (CA),94016,Jan,18,2019-01-26T18:29:00Z
150045,Wired Headphones,1,11.99,644 Walnut St,Los Angeles (CA),90001,Jan,19,2019-01-16T19:49:00Z
150046,AAA Batteries (4-pack),1,2.99,604 12th St,San Francisco (CA),94016,Jan,12,2019-01-29T12:46:00Z
150047,AA Batteries (4-pack),1,3.84,998 Sunset St,Austin (TX),73301,Jan,9,2019-01-07T09:51:00Z
150048,27in 4K Gaming Monitor,1,389.99,460 Elm St,San Francisco (CA),94016,Jan,21,2019-01-10T21:56:00Z
150049,AAA Batteries (4-pack),1,2.99,280 Adams St,Atlanta (GA),30301,Jan,16,2019-01-25T16:25:00Z
150050,AA Batteries (4-pack),2,3.84,175 Johnson St,Los Angeles (CA),90001,Jan,11,2019-01-02T11:15:00Z
150051,Lightning Charging Cable,1,14.95,153 River St,San Francisco (CA),94016,Jan,16,2019-01-07T16:23:00Z
150051,Bose SoundSport Headphones,1,99.99,153 River St,San Francisco (CA),94016,Jan,16,2019-01-07T16:23:00Z
150052,AAA Batteries (4-pack),2,2.99,144 7th St,San Francisco (CA),94016,Jan,12,2019-01-11T12:29:00Z
150053,Flatscreen TV,1,300,608 11th St,Atlanta (GA),30301,Jan,16,2019-01-02T16:38:00Z
150054,AAA Batteries (4-pack),2,2.99,662 Church St,Los Angeles (CA),90001,Jan,18,2019-01-27T18:31:00Z
150055,27in FHD Monitor,1,149.99,911 6th St,Dallas (TX),75001,Jan,22,2019-01-31T22:03:00Z
150056,Wired Headphones,2,11.99,809 River St,Boston (MA),02215,Jan,23,2019-01-18T23:16:00Z
150057,iPhone,1,700,380 Highland St,Dallas (TX),75001,Jan,14,2019-01-26T14:58:00Z
150057,Lightning Charging Cable,1,14.95,380 Highland St,Dallas (TX),75001,Jan,14,2019-01-26T14:58:00Z
150058,20in Monitor,1,109.99,519 Center St,Boston (MA),02215,Jan,6,2019-01-10T06:27:00Z
150059,Wired Headphones,1,11.99,278 7th St,Atlanta (GA),30301,Jan,19,2019-01-11T19:56:00Z
150060,Macbook Pro Laptop,1,1700,454 Jefferson St,Austin (TX),73301,Jan,10,2019-01-20T10:37:00Z
150061,Apple Airpods Headphones,1,150,203 Chestnut St,Dallas (TX),75001,Jan,15,2019-01-17T15:23:00Z
150062,Bose SoundSport Headphones,1,99.99,633 North St,Seattle (WA),98101,Jan,17,2019-01-30T17:14:00Z
150063,Macbook Pro Laptop,1,1700,92 5th St,Austin (TX),73301,Jan,2,2019-01-22T02:29:00Z
150064,Apple Airpods Headphones,1,150,354 Cherry St,Portland (ME),04101,Jan,15,2019-01-03T15:27:00Z
150065,AA Batteries (4-pack),2,3.84,269 Highland St,Boston (MA),02215,Jan,9,2019-01-04T09:21:00Z
150066,Wired Headphones,1,11.99,699 Jackson St,San Francisco (CA),94016,Jan,12,2019-01-07T12:46:00Z
150067,AAA Batteries (4-pack),1,2.99,355 South St,Seattle (WA),98101,Jan,12,2019-01-08T12:09:00Z
150068,AAA Batteries (4-pack),1,2.99,76 10th St,Atlanta (GA),30301,Jan,8,2019-01-10T08:55:00Z
150069,20in Monitor,1,109.99,385 Cherry St,Portland (OR),97035,Jan,19,2019-01-18T19:42:00Z
150070,Apple Airpods Headphones,1,150,564 River St,San Francisco (CA),94016,Jan,0,2019-01-05T00:09:00Z
150071,USB-C Charging Cable,1,11.95,931 Chestnut St,Boston (MA),02215,Jan,6,2019-01-16T06:07:00Z
150072,27in 4K Gaming Monitor,1,389.99,284 5th St,New York City (NY),10001,Jan,17,2019-01-17T17:29:00Z
150073,AAA Batteries (4-pack),1,2.99,68 14th St,New York City (NY),10001,Jan,16,2019-01-31T16:49:00Z
150074,AAA Batteries (4-pack),1,2.99,866 Lakeview St,Los Angeles (CA),90001,Jan,10,2019-01-16T10:35:00Z
150075,AA Batteries (4-pack),1,3.84,576 Jackson St,Los Angeles (CA),90001,Jan,16,2019-01-23T16:39:00Z
150076,USB-C Charging Cable,1,11.95,889 Hill St,Los Angeles (CA),90001,Jan,9,2019-01-29T09:09:00Z
150077,LG Dryer,1,600,471 North St,New York City (NY),10001,Jan,21,2019-01-06T21:27:00Z
150078,ThinkPad Laptop,1,999.99,754 North St,Portland (OR),97035,Jan,10,2019-01-19T10:50:00Z
150079,Wired Headphones,1,11.99,248 Jackson St,New York City (NY),10001,Jan,19,2019-01-30T19:21:00Z
150080,Apple Airpods Headphones,1,150,296 8th St,Atlanta (GA),30301,Jan,9,2019-01-08T09:32:00Z
150081,Apple Airpods Headphones,1,150,405 Center St,New York City (NY),10001,Jan,21,2019-01-16T21:49:00Z
150082,ThinkPad Laptop,1,999.99,717 4th St,Atlanta (GA),30301,Jan,7,2019-01-07T07:30:00Z
150083,Wired Headphones,1,11.99,532 Johnson St,Los Angeles (CA),90001,Jan,15,2019-01-26T15:10:00Z
150084,iPhone,1,700,101 River St,San Francisco (CA),94016,Jan,17,2019-01-18T17:28:00Z
150084,Apple Airpods Headphones,1,150,101 River St,San Francisco (CA),94016,Jan,17,2019-01-18T17:28:00Z
150085,AA Batteries (4-pack),1,3.84,94 9th St,Boston (MA),02215,Jan,14,2019-01-21T14:23:00Z
150086,Wired Headphones,1,11.99,564 Center St,Dallas (TX),75001,Jan,23,2019-01-27T23:47:00Z
150087,Macbook Pro Laptop,1,1700,276 Cedar St,Portland (OR),97035,Jan,17,2019-01-01T17:02:00Z
150088,34in Ultrawide Monitor,1,379.99,505 Lakeview St,Austin (TX),73301,Jan,16,2019-01-01T16:35:00Z
150089,Bose SoundSport Headphones,1,99.99,79 River St,New York City (NY),10001,Jan,9,2019-01-08T09:47:00Z
150090,ThinkPad Laptop,1,999.99,263 Lincoln St,Atlanta (GA),30301,Jan,20,2019-01-21T20:29:00Z
150091,AA Batteries (4-pack),1,3.84,126 Sunset St,Dallas (TX),75001,Jan,18,2019-01-28T18:17:00Z
150092,iPhone,1,700,46 Cedar St,Los Angeles (CA),90001,Jan,9,2019-01-07T09:05:00Z
150093,Flatscreen TV,1,300,289 13th St,Boston (MA),02215,Jan,9,2019-01-24T09:09:00Z
150094,ThinkPad Laptop,1,999.99,181 Church St,San Francisco (CA),94016,Jan,10,2019-01-27T10:32:00Z
150095,AAA Batteries (4-pack),1,2.99,57 Park St,Dallas (TX),75001,Jan,1,2019-01-07T01:32:00Z
150096,USB-C Charging Cable,1,11.95,566 Dogwood St,Dallas (TX),75001,Jan,20,2019-01-13T20:22:00Z
150097,AAA Batteries (4-pack),1,2.99,243 North St,New York City (NY),10001,Jan,20,2019-01-17T20:15:00Z
150098,Apple Airpods Headphones,1,150,540 Hickory St,Austin (TX),73301,Jan,7,2019-01-29T07:54:00Z
150099,Lightning Charging Cable,1,14.95,110 Pine St,Atlanta (GA),30301,Jan,18,2019-01-17T18:57:00Z
150100,Lightning Charging Cable,1,14.95,569 Park St,Dallas (TX),75001,Jan,16,2019-01-27T16:18:00Z
150101,USB-C Charging Cable,1,11.95,393 Sunset St,Seattle (WA),98101,Jan,16,2019-01-28T16:06:00Z
150102,Wired Headphones,1,11.99,223 4th St,San Francisco (CA),94016,Jan,16,2019-01-04T16:44:00Z
150103,AA Batteries (4-pack),2,3.84,121 South St,Dallas (TX),75001,Jan,19,2019-01-06T19:29:00Z
150104,USB-C Charging Cable,1,11.95,748 Cedar St,New York City (NY),10001,Jan,15,2019-01-26T15:45:00Z
150105,AAA Batteries (4-pack),1,2.99,11 7th St,San Francisco (CA),94016,Jan,12,2019-01-05T12:56:00Z
150106,AA Batteries (4-pack),1,3.84,818 West St,New York City (NY),10001,Jan,11,2019-01-24T11:59:00Z
150107,Wired Headphones,1,11.99,692 Forest St,Dallas (TX),75001,Jan,17,2019-01-06T17:56:00Z
150108,34in Ultrawide Monitor,1,379.99,638 Willow St,Boston (MA),02215,Jan,13,2019-01-06T13:39:00Z
150109,AA Batteries (4-pack),1,3.84,570 Spruce St,San Francisco (CA),94016,Jan,16,2019-01-06T16:08:00Z
150110,Apple Airpods Headphones,1,150,909 Lake St,San Francisco (CA),94016,Jan,17,2019-01-29T17:35:00Z
150111,Wired Headphones,1,11.99,78 West St,San Francisco (CA),94016,Jan,21,2019-01-28T21:17:00Z
150112,Lightning Charging Cable,2,14.95,820 Cedar St,Dallas (TX),75001,Jan,6,2019-01-05T06:58:00Z
150113,Wired Headphones,1,11.99,770 6th St,New York City (NY),10001,Jan,13,2019-01-20T13:14:00Z
150114,AA Batteries (4-pack),1,3.84,370 Forest St,San Francisco (CA),94016,Jan,16,2019-01-21T16:28:00Z
150115,AA Batteries (4-pack),1,3.84,902 Spruce St,Seattle (WA),98101,Jan,16,2019-01-06T16:15:00Z
150116,Apple Airpods Headphones,1,150,455 Washington St,Seattle (WA),98101,Jan,0,2019-01-06T00:12:00Z
150117,27in FHD Monitor,1,149.99,334 Jefferson St,Los Angeles (CA),90001,Jan,13,2019-01-06T13:09:00Z
150118,AA Batteries (4-pack),1,3.84,581 Chestnut St,San Francisco (CA),94016,Jan,0,2019-01-07T00:31:00Z
150119,AA Batteries (4-pack),1,3.84,277 Forest St,San Francisco (CA),94016,Jan,16,2019-01-18T16:39:00Z
150120,Wired Headphones,1,11.99,969 Meadow St,Los Angeles (CA),90001,Jan,12,2019-01-30T12:06:00Z
150121,AAA Batteries (4-pack),1,2.99,818 Washington St,New York City (NY),10001,Jan,18,2019-01-30T18:50:00Z
150122,AA Batteries (4-pack),1,3.84,748 Park St,Dallas (TX),75001,Jan,1,2019-01-20T01:14:00Z
150123,USB-C Charging Cable,1,11.95,789 4th St,Austin (TX),73301,Jan,15,2019-01-23T15:08:00Z
150124,Apple Airpods Headphones,1,150,156 11th St,San Francisco (CA),94016,Jan,16,2019-01-08T16:53:00Z
150125,20in Monitor,1,109.99,153 Hickory St,Austin (TX),73301,Jan,13,2019-01-10T13:50:00Z
150126,Lightning Charging Cable,1,14.95,46 Cherry St,New York City (NY),10001,Jan,18,2019-01-28T18:27:00Z
150127,USB-C Charging Cable,1,11.95,191 Hill St,San Francisco (CA),94016,Jan,22,2019-01-03T22:56:00Z
150128,Bose SoundSport Headphones,1,99.99,729 14th St,Portland (ME),04101,Jan,16,2019-01-10T16:40:00Z
150129,34in Ultrawide Monitor,1,379.99,689 Chestnut St,Portland (ME),04101,Jan,8,2019-01-11T08:50:00Z
150130,ThinkPad Laptop,1,999.99,123 Hill St,San Francisco (CA),94016,Jan,10,2019-01-11T10:31:00Z
150131,Bose SoundSport Headphones,1,99.99,668 12th St,Seattle (WA),98101,Jan,16,2019-01-06T16:52:00Z
150132,Wired Headphones,1,11.99,115 Willow St,New York City (NY),10001,Jan,20,2019-01-25T20:16:00Z
150133,USB-C Charging Cable,1,11.95,241 10th St,San Francisco (CA),94016,Jan,6,2019-01-18T06:28:00Z
150134,Lightning Charging Cable,1,14.95,737 8th St,Los Angeles (CA),90001,Jan,17,2019-01-24T17:00:00Z
150135,Bose SoundSport Headphones,1,99.99,508 North St,Boston (MA),02215,Jan,8,2019-01-12T08:31:00Z
150136,USB-C Charging Cable,1,11.95,663 5th St,Atlanta (GA),30301,Jan,21,2019-01-09T21:46:00Z
150137,USB-C Charging Cable,1,11.95,984 Lincoln St,San Francisco (CA),94016,Jan,17,2019-01-12T17:46:00Z
150138,Lightning Charging Cable,1,14.95,144 Cedar St,New York City (NY),10001,Jan,13,2019-01-25T13:50:00Z
150139,27in FHD Monitor,1,149.99,979 Main St,San Francisco (CA),94016,Jan,6,2019-01-15T06:55:00Z
150140,Apple Airpods Headphones,1,150,234 Lakeview St,New York City (NY),10001,Jan,16,2019-01-27T16:17:00Z
150141,27in 4K Gaming Monitor,1,389.99,916 2nd St,New York City (NY),10001,Jan,17,2019-01-24T17:27:00Z
150142,Macbook Pro Laptop,1,1700,131 Johnson St,Los Angeles (CA),90001,Jan,8,2019-01-08T08:03:00Z
150143,AA Batteries (4-pack),4,3.84,201 Cherry St,Portland (OR),97035,Jan,12,2019-01-17T12:37:00Z
150144,AA Batteries (4-pack),2,3.84,434 Park St,Seattle (WA),98101,Jan,12,2019-01-10T12:23:00Z
150145,USB-C Charging Cable,1,11.95,622 13th St,Boston (MA),02215,Jan,13,2019-01-30T13:13:00Z
150146,iPhone,1,700,159 Adams St,Seattle (WA),98101,Jan,9,2019-01-14T09:18:00Z
150147,20in Monitor,1,109.99,541 Elm St,Los Angeles (CA),90001,Jan,1,2019-01-02T01:07:00Z
150148,AA Batteries (4-pack),2,3.84,648 Elm St,Los Angeles (CA),90001,Jan,18,2019-01-02T18:02:00Z
150149,USB-C Charging Cable,1,11.95,777 Willow St,San Francisco (CA),94016,Jan,22,2019-01-31T22:24:00Z
150150,USB-C Charging Cable,2,11.95,516 14th St,San Francisco (CA),94016,Jan,16,2019-01-21T16:43:00Z
150151,Apple Airpods Headphones,1,150,724 Pine St,San Francisco (CA),94016,Jan,12,2019-01-23T12:37:00Z
150152,Lightning Charging Cable,1,14.95,493 Cherry St,New York City (NY),10001,Jan,22,2019-01-02T22:48:00Z
150153,Lightning Charging Cable,1,14.95,57 Forest St,Los Angeles (CA),90001,Jan,23,2019-01-10T23:42:00Z
150154,USB-C Charging Cable,1,11.95,87 10th St,Boston (MA),02215,Jan,21,2019-01-21T21:56:00Z
150155,USB-C Charging Cable,1,11.95,557 Lincoln St,Dallas (TX),75001,Jan,15,2019-01-27T15:24:00Z
150156,Apple Airpods Headphones,1,150,38 Elm St,Seattle (WA),98101,Jan,10,2019-01-11T10:10:00Z
150157,USB-C Charging Cable,1,11.95,105 Jefferson St,New York City (NY),10001,Jan,1,2019-01-24T01:08:00Z
150158,Apple Airpods Headphones,1,150,9 Wilson St,Los Angeles (CA),90001,Jan,15,2019-01-02T15:28:00Z
150159,Wired Headphones,1,11.99,896 Main St,Boston (MA),02215,Jan,12,2019-01-31T12:00:00Z
150160,27in FHD Monitor,1,149.99,237 Spruce St,Seattle (WA),98101,Jan,13,2019-01-24T13:44:00Z
150161,Lightning Charging Cable,1,14.95,77 2nd St,Portland (OR),97035,Jan,14,2019-01-22T14:30:00Z
150162,ThinkPad Laptop,1,999.99,31 1st St,San Francisco (CA),94016,Jan,20,2019-01-05T20:20:00Z
150163,Lightning Charging Cable,1,14.95,372 South St,Los Angeles (CA),90001,Jan,15,2019-01-30T15:45:00Z
150164,Wired Headphones,1,11.99,908 Meadow St,San Francisco (CA),94016,Jan,0,2019-01-27T00:19:00Z
150165,AAA Batteries (4-pack),1,2.99,367 11th St,Portland (OR),97035,Jan,21,2019-01-22T21:14:00Z
150166,AA Batteries (4-pack),1,3.84,638 7th St,Seattle (WA),98101,Jan,5,2019-01-02T05:32:00Z
150167,Lightning Charging Cable,2,14.95,592 Lake St,Atlanta (GA),30301,Jan,19,2019-01-06T19:35:00Z
150168,AA Batteries (4-pack),1,3.84,753 Johnson St,New York City (NY),10001,Jan,15,2019-01-23T15:25:00Z
150169,Bose SoundSport Headphones,1,99.99,855 Maple St,New York City (NY),10001,Jan,16,2019-01-29T16:10:00Z
150170,AA Batteries (4-pack),1,3.84,722 Main St,San Francisco (CA),94016,Jan,9,2019-01-06T09:48:00Z
150171,Lightning Charging Cable,1,14.95,586 Madison St,San Francisco (CA),94016,Jan,13,2019-01-17T13:24:00Z
150172,USB-C Charging Cable,1,11.95,394 Spruce St,Atlanta (GA),30301,Jan,22,2019-01-28T22:55:00Z
150173,Google Phone,1,600,668 Park St,San Francisco (CA),94016,Jan,9,2019-01-18T09:16:00Z
150174,Apple Airpods Headphones,1,150,197 Highland St,New York City (NY),10001,Jan,17,2019-01-31T17:42:00Z
150175,34in Ultrawide Monitor,1,379.99,16 2nd St,Los Angeles (CA),90001,Jan,16,2019-01-01T16:44:00Z
150176,AAA Batteries (4-pack),1,2.99,884 Maple St,San Francisco (CA),94016,Jan,16,2019-01-20T16:40:00Z
150177,Lightning Charging Cable,1,14.95,56 Lakeview St,New York City (NY),10001,Jan,12,2019-01-29T12:03:00Z
150178,34in Ultrawide Monitor,1,379.99,872 Highland St,New York City (NY),10001,Jan,21,2019-01-30T21:17:00Z
150179,AAA Batteries (4-pack),2,2.99,192 Hickory St,New York City (NY),10001,Jan,22,2019-01-24T22:02:00Z
150180,AAA Batteries (4-pack),1,2.99,298 Lakeview St,Seattle (WA),98101,Jan,20,2019-01-29T20:07:00Z
150181,Google Phone,1,600,505 Lake St,New York City (NY),10001,Jan,7,2019-01-06T07:09:00Z
150182,27in 4K Gaming Monitor,1,389.99,864 4th St,Dallas (TX),75001,Jan,3,2019-01-13T03:32:00Z
150183,USB-C Charging Cable,2,11.95,102 Johnson St,Seattle (WA),98101,Jan,20,2019-01-09T20:24:00Z
150184,AA Batteries (4-pack),2,3.84,580 Chestnut St,Portland (OR),97035,Jan,12,2019-01-05T12:34:00Z
150185,AAA Batteries (4-pack),1,2.99,492 6th St,Austin (TX),73301,Jan,11,2019-01-17T11:47:00Z
150185,USB-C Charging Cable,1,11.95,492 6th St,Austin (TX),73301,Jan,11,2019-01-17T11:47:00Z
150186,27in 4K Gaming Monitor,1,389.99,355 Willow St,Seattle (WA),98101,Jan,11,2019-01-08T11:05:00Z
150187,USB-C Charging Cable,1,11.95,11 West St,Seattle (WA),98101,Jan,11,2019-01-04T11:26:00Z
150188,AAA Batteries (4-pack),1,2.99,524 Wilson St,New York City (NY),10001,Jan,1,2019-01-31T01:37:00Z
150189,Lightning Charging Cable,1,14.95,280 Willow St,Los Angeles (CA),90001,Jan,19,2019-01-10T19:29:00Z
150190,Bose SoundSport Headphones,1,99.99,19 North St,San Francisco (CA),94016,Jan,17,2019-01-14T17:29:00Z
150191,AA Batteries (4-pack),1,3.84,581 Maple St,Los Angeles (CA),90001,Jan,10,2019-01-31T10:31:00Z
150192,Vareebadd Phone,1,400,640 Highland St,New York City (NY),10001,Jan,15,2019-01-15T15:24:00Z
150193,27in 4K Gaming Monitor,1,389.99,639 Walnut St,Seattle (WA),98101,Jan,18,2019-01-14T18:05:00Z
150194,Lightning Charging Cable,1,14.95,651 Church St,Austin (TX),73301,Jan,22,2019-01-31T22:04:00Z
150195,Apple Airpods Headphones,1,150,43 North St,Los Angeles (CA),90001,Jan,2,2019-01-04T02:42:00Z
150196,AA Batteries (4-pack),1,3.84,456 West St,San Francisco (CA),94016,Jan,9,2019-01-26T09:55:00Z
150197,Macbook Pro Laptop,1,1700,42 Spruce St,New York City (NY),10001,Jan,12,2019-01-31T12:54:00Z
150198,Bose SoundSport Headphones,1,99.99,791 West St,Los Angeles (CA),90001,Jan,21,2019-01-05T21:29:00Z
150199,27in 4K Gaming Monitor,1,389.99,945 6th St,San Francisco (CA),94016,Jan,13,2019-01-27T13:23:00Z
150200,Wired Headphones,1,11.99,94 Cherry St,Los Angeles (CA),90001,Jan,6,2019-01-25T06:23:00Z
150201,27in 4K Gaming Monitor,1,389.99,37 Highland St,Atlanta (GA),30301,Jan,18,2019-01-13T18:11:00Z
150202,Google Phone,1,600,712 Madison St,San Francisco (CA),94016,Jan,15,2019-01-08T15:32:00Z
150202,USB-C Charging Cable,1,11.95,712 Madison St,San Francisco (CA),94016,Jan,15,2019-01-08T15:32:00Z
150202,Wired Headphones,1,11.99,712 Madison St,San Francisco (CA),94016,Jan,15,2019-01-08T15:32:00Z
150203,Apple Airpods Headphones,1,150,651 Jackson St,Dallas (TX),75001,Jan,17,2019-01-23T17:48:00Z
150204,27in FHD Monitor,1,149.99,132 Maple St,Seattle (WA),98101,Jan,19,2019-01-09T19:34:00Z
150205,AAA Batteries (4-pack),1,2.99,168 12th St,San Francisco (CA),94016,Jan,23,2019-01-30T23:48:00Z
150206,Google Phone,1,600,443 Lake St,New York City (NY),10001,Jan,18,2019-01-13T18:55:00Z
150207,AA Batteries (4-pack),1,3.84,544 Maple St,New York City (NY),10001,Jan,14,2019-01-05T14:31:00Z
150208,Bose SoundSport Headphones,1,99.99,749 Ridge St,Seattle (WA),98101,Jan,15,2019-01-01T15:28:00Z
150209,Lightning Charging Cable,1,14.95,523 12th St,Boston (MA),02215,Jan,23,2019-01-23T23:33:00Z
150209,USB-C Charging Cable,1,11.95,523 12th St,Boston (MA),02215,Jan,23,2019-01-23T23:33:00Z
150210,USB-C Charging Cable,1,11.95,26 5th St,Seattle (WA),98101,Jan,15,2019-01-29T15:15:00Z
